ID_ESTUDIOS,ESTATUS DE ESTUDIO,ANIO,ESTADOS,TITULO_ORIGINAL,TITULO_BUSQUEDA,EMPRESA,FUENTE,CONTRATO,EJEMPLARES,TOMOS,CARATULA,PDF,ESTADO_ARCHIVOS
8269,FÍSICO,2004,QUERÉTARO,"PROYECTO EJECUTIVO DE BORDO ""LA GALLINA"" PARA EL CONTROL DE AVENIDAS, QUERÉTARO","PROYECTO EJECUTIVO DE BORDO ""LA GALLINA"" PARA EL CONTROL DE AVENIDAS, QUERÉTARO",,GOBIERNO DEL ESTADO DE QUERÉTARO,SDUOP-QRO-040-EP-0-04,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/8269_CC.pdf,,QUERÉTARO
8270,FÍSICO,2004,QUERÉTARO,"INTEGRACIÓN DEL EXPEDIENTE TÉCNICO PARA LA CONSTRUCCIÓN DEL BORDO DE CONTROL DE AVENIDAS ""SAN ISIDRO"", COMUNIDAD DE ""SAN ISIDRO EL VIEJO"" MUNICIPIO DE QUERÉTARO, QUERÉTARO","INTEGRACIÓN DEL EXPEDIENTE TÉCNICO PARA LA CONSTRUCCIÓN DEL BORDO DE CONTROL DE AVENIDAS ""SAN ISIDRO"", COMUNIDAD DE ""SAN ISIDRO EL VIEJO"" MUNICIPIO DE QUERÉTARO, QUERÉTARO",,GOBIERNO DEL ESTADO DE QUERÉTARO,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/8270_CC.pdf,,QUERÉTARO
8271,FÍSICO,2004,QUERÉTARO,"PLAN DE MANEJO DEL ACUÍFERO VALLE DE QUERÉTARO
INFORME FINAL","PLAN DE MANEJO DEL ACUÍFERO VALLE DE QUERÉTARO
INFORME FINAL","PROYECTOS, ESTUDIOS Y SISTEMAS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-018-PRO 01,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/8271_CC.pdf,,QUERÉTARO
8272,FÍSICO,2016,QUERÉTARO,"ESTUDIO DE FACTIBILIDAD HIDROGEOLÓGICA PARA LA UBICACIÓN DE UNA FUENTE DE ABASTECIMIENTO DE AGUA POTABLE EN LA ZONA SUR DE LA CIUDAD DE SAN JUAN DEL RÍO, QUERÉTARO
(RANCHO SAN FRANCISCO PROPIEDAD DEL INGENIERO ANTONIO SÁNCHEZ CORZO)","ESTUDIO DE FACTIBILIDAD HIDROGEOLÓGICA PARA LA UBICACIÓN DE UNA FUENTE DE ABASTECIMIENTO DE AGUA POTABLE EN LA ZONA SUR DE LA CIUDAD DE SAN JUAN DEL RÍO, QUERÉTARO
(RANCHO SAN FRANCISCO PROPIEDAD DEL INGENIERO ANTONIO SÁNCHEZ CORZO)",GEOEVALUACIONES Y PERFORACIONES SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/8272_CC.pdf,,QUERÉTARO
8273,FÍSICO,2009,QUERÉTARO,AMPLIACIÓN Y MANTENIMIENTO DEL SISTEMA DE INFORMACIÓN GEOGRÁFICA DEL CENSO DE APROVECHAMIENTOS SUBTERRÁNEOS Y ELABORACIÓN DE DICTÁMENES TÉCNICOS EN EL ESTADO DE QUERÉTARO,AMPLIACIÓN Y MANTENIMIENTO DEL SISTEMA DE INFORMACIÓN GEOGRÁFICA DEL CENSO DE APROVECHAMIENTOS SUBTERRÁNEOS Y ELABORACIÓN DE DICTÁMENES TÉCNICOS EN EL ESTADO DE QUERÉTARO,"INGENIERÍA Y GESTIÓN HÍDRICA, SOCIEDAD CIVIL",COMISIÓN NACIONAL DEL AGUA (CONAGUA),CNA-QRO-05/09-EST,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/8273_CC.pdf,,QUERÉTARO
8274,FÍSICO,1994,QUERÉTARO,CARACTERIZACIÓN GEOHIDROLÓGICA DEL ESTADO DE QUERÉTARO,CARACTERIZACIÓN GEOHIDROLÓGICA DEL ESTADO DE QUERÉTARO,"PECTEN, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/8274_CC.pdf,,QUERÉTARO
8275,FÍSICO,,QUERÉTARO,PROYECTO ESTRATÉGICO DE DESARROLLO DEL ESTADO DE QUERÉTARO,PROYECTO ESTRATÉGICO DE DESARROLLO DEL ESTADO DE QUERÉTARO,,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/8275_CC.pdf,,QUERÉTARO
8276,FÍSICO,1989,GUANAJUATO QUERÉTARO,"ESTUDIO GEOELÉCTRICO DE RESISTIVIDAD EN EL RANCHO LA BEGOÑA, ""COMPORTAMIENTO HIDRÁULICO QUERÉTARO""","ESTUDIO GEOELÉCTRICO DE RESISTIVIDAD EN EL RANCHO LA BEGOÑA, ""COMPORTAMIENTO HIDRÁULICO QUERÉTARO""","EXPLORACIONES Y ESTUDIOS GEOLÓGICOS, GEOTÉCNICOS Y GEOHIDROLÓGICOS","COMPAÑÍA MINERA LA NEGRA Y ANEXAS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/8276_CC.pdf,,QUERÉTARO
8277,FÍSICO,2003,QUERÉTARO,"MANEJO SOSTENIBLE DEL AGUA Y LA ORDENACIÓN TERRITORIAL DEL ESTADO DE QUERÉTARO
INFORME 157","MANEJO SOSTENIBLE DEL AGUA Y LA ORDENACIÓN TERRITORIAL DEL ESTADO DE QUERÉTARO
INFORME 157",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/8277_CC.pdf,,QUERÉTARO
8278,DIGITAL,1981,CAMPECHE,"SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE ESCÁRCEGA, CAMPECHE
","SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE ESCÁRCEGA, CAMPECHE
","ROCHA Y ASOCIADOS, SOCIEDAD ANÓNIMA (ROASA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-3-ED,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/04 CAMPECHE/PDF/8278_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/04 CAMPECHE/PDF/8278_EC.PDF,CAMPECHE
8280,FÍSICO,1997,GUANAJUATO,"ESTUDIO DE SIMULACIÓN HIDRODINÁMICA Y DISEÑO ÓPTIMO DE LA RED DE OBSERVACIÓN DE LOS ACUÍFEROS DE CELAYA, JARAL DE BERRIOS Y PÉNJAMO-HUANÍMARO
1. ACUÍFERO DE CELAYA","ESTUDIO DE SIMULACIÓN HIDRODINÁMICA Y DISEÑO ÓPTIMO DE LA RED DE OBSERVACIÓN DE LOS ACUÍFEROS DE CELAYA, JARAL DE BERRIOS Y PÉNJAMO-HUANÍMARO
1. ACUÍFERO DE CELAYA","GYMSA, ESTUDIOS DE PLANEACIÓN REGIÓNAL, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-010-PRO-97,,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/11 GUANAJUATO/PDF/8280_CC.pdf,,GUANAJUATO
8281,DIGITAL,1977,NAYARIT,ESTUDIO DE LA CUENCA LACUSTRE DEL ALTIPLANO MEXICANO EN EL ESTADO DE NAYARIT,ESTUDIO DE LA CUENCA LACUSTRE DEL ALTIPLANO MEXICANO EN EL ESTADO DE NAYARIT,"ROCHA Y ASOCIADOS, SOCIEDAD ANÓNIMA (ROASA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-77-19-E,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/18 NAYARIT/PDF/8281_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/18 NAYARIT/PDF/8281_EC.PDF,NAYARIT
8282,FÍSICO,1979,NAYARIT,"FOTOINTERPRETACIÓN DEL CURSO BAJO DEL RÍO GRANDE DE SANTIAGO, NAYARIT","FOTOINTERPRETACIÓN DEL CURSO BAJO DEL RÍO GRANDE DE SANTIAGO, ESTADO DE NAYARIT, 1803 VALLE SANTIAGO - SAN BLAS",COMISIÓN NACIONAL DEL AGUA (CONAGUA),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/18 NAYARIT/PDF/8282_CC.pdf,,NAYARIT
8283,FÍSICO,1977,NAYARIT,PROGRAMA PARA AUTOABASTECIMIENTO Y MEJORAMIENTO DE LAS ISLAS MARÍAS,"PROGRAMA PARA AUTOABASTECIMIENTO Y MEJORAMIENTO DE LAS ISLAS MARÍAS, ESTADO DE NAYARIT",,,SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EI-72-40,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/18 NAYARIT/PDF/8283_CC.pdf,,NAYARIT
8287,FÍSICO,2014,MORELOS,"ESTUDIO GEOHIDROLÓGICO DEL VALLE DE ATONGO, MUNICIPIO DE TEPOZTLÁN, ESTADO DE MORELOS","ESTUDIO GEOHIDROLÓGICO DEL VALLE DE ATONGO, MUNICIPIO DE TEPOZTLÁN, ESTADO DE MORELOS",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCB-MOR-14-P-025-RF-I3,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8287_CC.pdf,,MORELOS
8288,FÍSICO,2000,MORELOS,"REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS DE LOS VALLE DE: CUERNAVACA, CUAUTLA-YAUTEPEC, ZACATEPEC Y TELPANCINGO-AXOCHIAPAN, ESTADO DE MORELOS
","REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS DE LOS VALLE DE: CUERNAVACA, CUAUTLA-YAUTEPEC, ZACATEPEC Y TELPANCINGO-AXOCHIAPAN, ESTADO DE MORELOS
","LESSER Y ASOCIADOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-017-PRO2000,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8288_CC.pdf,,MORELOS
8289,FÍSICO,1997,MORELOS,"ESTUDIO ISOTÓPICO EN AGUAS SUBTERRÁNEAS Y SONDEOS ELECTROMAGNÉTICOS EN LAS PROXIMIDADES DEL INSTITUTO DE CAPACITACIÓN DE LA INDUSTRIA DEL AZÚCAR, EN YECAPIXTLA, MOR.
","ESTUDIO ISOTÓPICO EN AGUAS SUBTERRÁNEAS Y SONDEOS ELECTROMAGNÉTICOS EN LAS PROXIMIDADES DEL INSTITUTO DE CAPACITACIÓN DE LA INDUSTRIA DEL AZÚCAR, EN YECAPIXTLA, MORELOS
",UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO (UNAM),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8289_CC.pdf,,MORELOS
8290,FÍSICO,2006,MORELOS,"ESTUDIO DE ACTUALIZACIÓN GEOHIDROLÓGICA EN EL ACUÍFERO TEPALCINGO-AXOCHIAPAN EN EL ESTADO DE MORELOS
","ESTUDIO DE ACTUALIZACIÓN GEOHIDROLÓGICA EN EL ACUÍFERO TEPALCINGO-AXOCHIAPAN EN EL ESTADO DE MORELOS
","LESSER Y ASOCIADOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-GRB-MOR-06-R011-033-RF-LP,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8290_CC.pdf,,MORELOS
8291,FÍSICO,1992,MORELOS,"DICTAMEN GEOHIDROLÓGICO DE PROSPECCIÓN REALIZADO EN EL PREDIO ""POTRERO LOS GARCÍA"" O ""LOS AMATES"", AHUATEPEC, MUNICIPIO DE CUERNAVACA, ESTADO DE MORELOS
","DICTAMEN GEOHIDROLÓGICO DE PROSPECCIÓN REALIZADO EN EL PREDIO ""POTRERO LOS GARCÍA"" O ""LOS AMATES"", AHUATEPEC, MUNICIPIO DE CUERNAVACA, ESTADO DE MORELOS
",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8291_CC.pdf,,MORELOS
8292,FÍSICO,1992,MORELOS,"DICTAMEN GEOHIDROLÓGICO DE PROSPECCIÓN REALIZADO EN EL EJIDO EL SALTO, MUNICIPIO DE TEMIXCO, ESTADO DE MORELOS
","DICTAMEN GEOHIDROLÓGICO DE PROSPECCIÓN REALIZADO EN EL EJIDO EL SALTO, MUNICIPIO DE TEMIXCO, ESTADO DE MORELOS
",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8292_CC.pdf,,MORELOS
8293,FÍSICO,1992,MORELOS,"NOTA ACERCA DE LAS POSIBILIDADES ACUÍFERAS DE TRES MARÍAS, MPIO. DE HUITZILAC, ESTADO DE MORELOS
RESULTADOS DE LAS PERFORACIONES EXPLORATORIAS EN EL ÁREA DE TRES MARÍAS, MUNICIPIO DE HUITZILAC, ESTADO DE MORELOS
","NOTA ACERCA DE LAS POSIBILIDADES ACUÍFERAS DE TRES MARÍAS, MPIO. DE HUITZILAC, ESTADO DE MORELOS
RESULTADOS DE LAS PERFORACIONES EXPLORATORIAS EN EL ÁREA DE TRES MARÍAS, MUNICIPIO DE HUITZILAC, ESTADO DE MORELOS
",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8293_CC.pdf,,MORELOS
8294,FÍSICO,1985,MORELOS,PROYECTO: FORMULACIÓN DE 11 DICTÁMENES,PROYECTO: FORMULACIÓN DE 11 DICTÁMENES,,"SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH)
",,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8294_CC.pdf,,MORELOS
8295,FÍSICO,1988,MORELOS,"PROYECTOS: 1. INSPECCIONES TÉCNICAS DE LAS SOLICITUDES DE PERMISOS PARA EL APROVECHAMIENTO DE AGUAS SUBTERRÁNEAS. 2. ASESORÍAS A LA DELEGACIÓN.
",PROYECTOS: 1. INSPECCIONES TÉCNICAS DE LAS SOLICITUDES DE PERMISOS PARA EL APROVECHAMIENTO DE AGUAS SUBTERRÁNEAS. 2. ASESORÍAS A LA DELEGACIÓN.,,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8295_CC.pdf,,MORELOS
8296,FÍSICO,2010,MORELOS,"TRATAMIENTO DE LAS AGUAS RESIDUALES DEL FIDEICOMISO INGENIO CASASANO EN UN HUMEDAL ARTIFICIAL DE FLUJO INTERMITENTE
","TRATAMIENTO DE LAS AGUAS RESIDUALES DEL FIDEICOMISO INGENIO CASASANO EN UN HUMEDAL ARTIFICIAL DE FLUJO INTERMITENTE
",,INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA (IMTA),CONVENIO IMTA/RD/FIC/01,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8296_CC.pdf,,MORELOS
8297,DIGITAL,1980,MORELOS,"SERVICIO DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN VARIOS SITIOS DEL ESTADO DE MORELOS
","SERVICIO DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN VARIOS SITIOS DEL ESTADO DE MORELOS
","CONSTRUCTORA PAREYA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8297_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/8297_EC.pdf,MORELOS
8298,FÍSICO,2014,YUCATÁN,"10 SOLUCIONES PARA EL MANEJO SUSTENTABLE DEL AGUA 
PENÍNSULA DE YUCATÁN","10 SOLUCIONES PARA EL MANEJO SUSTENTABLE DEL AGUA 
PENÍNSULA DE YUCATÁN",,FUNDACIÓN ICA,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/31 YUCATÁN/PDF/8298_CC.pdf,,YUCATÁN
8299,FÍSICO,,YUCATÁN,CARACTERÍSTICAS GEOHIDROLÓGICAS GENERALES DEL ESTADO DE YUCATÁN,CARACTERÍSTICAS GEOHIDROLÓGICAS GENERALES DEL ESTADO DE YUCATÁN,,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/31 YUCATÁN/PDF/8299_CC.pdf,,YUCATÁN
8300,FÍSICO,2009,YUCATÁN,IMPLEMENTACIÓN DE RED PIEZOMÉTRICA EN LA ZONA PONIENTE DEL ESTADO DE YUCATÁN,IMPLEMENTACIÓN DE RED PIEZOMÉTRICA EN LA ZONA PONIENTE DEL ESTADO DE YUCATÁN,,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/31 YUCATÁN/PDF/8300_CC.pdf,,YUCATÁN
8301,FÍSICO,1999,YUCATÁN,CARACTERIZACIÓN DE LA VULNERABILIDAD DEL ACUÍFERO DE LA PENÍNSULA DE YUCATÁN,CARACTERIZACIÓN DE LA VULNERABILIDAD DEL ACUÍFERO DE LA PENÍNSULA DE YUCATÁN,,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/31 YUCATÁN/PDF/8301_CC.pdf,,YUCATÁN
8302,FÍSICO,,QUINTANA ROO,"ESTUDIO DE REACTIVACIÓN DE LA RED PIEZOMÉTRICA EN EL ACUÍFERO DE PENÍNSULA DE YUCATÁN (TRAMO COBA-TULUM EN LA REGIÓN COSTERA NORTE DEL ESTADO DE QUINTANA ROO)
","ESTUDIO DE REACTIVACIÓN DE LA RED PIEZOMÉTRICA EN EL ACUÍFERO DE PENÍNSULA DE YUCATÁN (TRAMO COBA-TULUM EN LA REGIÓN COSTERA NORTE DEL ESTADO DE QUINTANA ROO)
",,FALTA,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/8302_CC.pdf,,QUINTANA ROO
8303,AMBOS,2014,QUINTANA ROO,"INTEGRACIÓN DEL ESTUDIO TÉCNICO JUSTIFICATIVO DEL ACUÍFERO CERROS Y VALLES DEL ESTADO DE QUINTANA ROO
","INTEGRACIÓN DEL ESTUDIO TÉCNICO JUSTIFICATIVO DEL ACUÍFERO CERROS Y VALLES DEL ESTADO DE QUINTANA ROO
",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCPY-YUC-14-59-RF-CC,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/8303_CC.pdf,,QUINTANA ROO
8304,AMBOS,2004,QUINTANA ROO,"ESTUDIO DE MANEJO DE SANEAMIENTO AMBIENTAL EN LA COSTA DEL ESTADO DE QUINTANA ROO EN LOS ESTADOS UNIDOS MEXICANOS
INFORME FINAL BORRADOR
VOLUMEN I
RESUMEN","ESTUDIO DE MANEJO DE SANEAMIENTO AMBIENTAL EN LA COSTA DEL ESTADO DE QUINTANA ROO EN LOS ESTADOS UNIDOS MEXICANOS
TOMO 1 INFORME FINAL RESUMEN
TOMO 2 INFORME PRINCIPAL
TOMO 3 ANEXO I
TOMO 4 ANEXO II",AGENCIA DE COOPERACIÓN INTERNACIONAL DEL JAPÓN (JICA),SECRETARÍA DEL MEDIO AMBIENTE Y RECURSOS NATURALES (SEMARNAT),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/8304_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/8304_EC.pdf,QUINTANA ROO
8305,FÍSICO,2007,QUINTANA ROO,ESTUDIO ESTRATÉGICO DE LAS AGUAS SUBTERRÁNEAS DE QUINTANA ROO ,ESTUDIO ESTRATÉGICO DE LAS AGUAS SUBTERRÁNEAS DE QUINTANA ROO ,THE NATURE CONSERVANCY,AMIGOS DE SIAN KA'AN,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/8305_CC.pdf,,QUINTANA ROO
8306,FÍSICO,2017,QUINTANA ROO,"MODELO DE FLUJO SUBTERRÁNEO Y SIMULACIÓN DE TRANSPORTE DE SALES, CASO DEL ESTUDIO ""SECRETS PLAY MUJERES, Q. ROO, MÉXICO""
","MODELO DE FLUJO SUBTERRÁNEO Y SIMULACIÓN DE TRANSPORTE DE SALES, CASO DEL ESTUDIO ""SECRETS PLAY MUJERES, QUINTANA ROO, MÉXICO""
","CONSULTORES EN AGUA POTABLE, ALCANTARILLADO, GEOHIDROLOGÍA & HIDRÁULICA COSTERA, LC (APAGHC)",FALTA,,1,1,,,QUINTANA ROO
8307,FÍSICO,2005,TAMAULIPAS,"ACTUALIZACIÓN DE MEDICIONES PIEZOMÉTRICAS EN EL ACUÍFERO HIDALGO-VILLAGRÁN, TAM.
","ACTUALIZACIÓN DE MEDICIONES PIEZOMÉTRICAS EN EL ACUÍFERO HIDALGO-VILLAGRÁN, TAMAULIPAS.

","GEOFÍSICA Y PERFORACIONES DEL MEDIO AMBIENTE, SOCIEDAD CIVIL",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/8307_CC.pdf,,TAMAULIPAS
8308,FÍSICO,1995,COAHUILA DE ZARAGOZA TAMAULIPAS,"ESTUDIO GEOFÍSICO Y GEOHIDROLÓGICO PARA DETERMINAR ZONAS ADECUADAS DE EXPLOTACIÓN EN LA CUENCA BAJA DEL RÍO BRAVO, EN LOS ESTADOS DE TAMAULIPAS Y COAHUILA
TOMO I. ESTADO DE TAMAULIPAS
TOMO II. COAHUILA
","ESTUDIO GEOFÍSICO Y GEOHIDROLÓGICO PARA DETERMINAR ZONAS ADECUADAS DE EXPLOTACIÓN EN LA CUENCA BAJA DEL RÍO BRAVO, EN LOS ESTADOS DE TAMAULIPAS Y COAHUILA
TOMO I. ESTADO DE TAMAULIPAS
TOMO II. COAHUILA
","SEISMOCONTROL, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE
",COMISIÓN NACIONAL DEL AGUA (CONAGUA),IH-95-1302 B¿D,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/8308_CC.pdf,,TAMAULIPAS
8309,FÍSICO,1998,TAMAULIPAS,"EVALUACIÓN GEOHIDROLÓGICA DE LA CUENCA QUE INVOLUCRA LAS LOCALIDADES DE ANÁHUAC Y VALLE HERMOSO, ESTADO DE TAMAULIPAS, MÉXICO
EVALUACIÓN DE LA DESCARGA
DOCUMENTO CONFIDENCIAL

","EVALUACIÓN GEOHIDROLÓGICA DE LA CUENCA QUE INVOLUCRA LAS LOCALIDADES DE ANÁHUAC Y VALLE HERMOSO, ESTADO DE TAMAULIPAS, MÉXICO
EVALUACIÓN DE LA DESCARGA
DOCUMENTO CONFIDENCIAL

","ERM-MÉXICO, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE
",,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/8309_CC.pdf,,TAMAULIPAS
8310,FÍSICO,2003,TAMAULIPAS VERACRUZ DE IGNACIO DE LA LLAVE,"VERIFICACIÓN E IMPLEMENTACIÓN DE INFORMACIÓN DE LOS CUERPOS DE AGUA EN LA METODOLOGÍA QUE DETERMINA UN ÍNDICE DE CALIDAD DEL AGUA CON BASE EN LA VULNERABILIDAD A LA CONTAMINACIÓN QUE SIRVA PARA DEFINIR LA ZONA DE DISPONIBILIDAD EN MATERIA DE AGUAS SUBTERRÁNEAS DE LA ZONA CONURBADA ALTAMIRA-TAMPICO-MADERO
INFORME TÉCNICO FINAL DEL PROYECTO

","VERIFICACIÓN E IMPLEMENTACIÓN DE INFORMACIÓN DE LOS CUERPOS DE AGUA EN LA METODOLOGÍA QUE DETERMINA UN ÍNDICE DE CALIDAD DEL AGUA CON BASE EN LA VULNERABILIDAD A LA CONTAMINACIÓN QUE SIRVA PARA DEFINIR LA ZONA DE DISPONIBILIDAD EN MATERIA DE AGUAS SUBTERRÁNEAS DE LA ZONA CONURBADA ALTAMIRA-TAMPICO-MADERO
INFORME TÉCNICO FINAL DEL PROYECTO

",INSTITUTO POLITÉCNICO NACIONAL (IPN),ASOCIACIÓN DE INDUSTRAILES DEL SUR DE TAMAULIPAS ASOCIACIÓN CIVIL,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/8310_CC.pdf,,TAMAULIPAS
8311,FÍSICO,2002,TAMAULIPAS,"ACTUALIZACIÓN DE MEDICIONES PIEZOMÉTRICAS DEL ACUÍFERO MÉNDEZ-SAN FERNANDO, ESTADO DE TAMAULIPAS

","ACTUALIZACIÓN DE MEDICIONES PIEZOMÉTRICAS DEL ACUÍFERO MÉNDEZ-SAN FERNANDO, ESTADO DE TAMAULIPAS

","INGENIERÍA Y CONSTRUCCIONES, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",ASOCIACIÓN DE INDUSTRAILES DEL SUR DE TAMAULIPAS ASOCIACIÓN CIVIL,SGT-GN-TAM-02-027-BE-I3,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/8311_CC.pdf,,TAMAULIPAS
